Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	46442.06540179708	44128.984109593745	43487.25864440014	42853.3430718979	42775.95981958662	42431.17440062769	42381.531278073235	42357.17491790399	42335.887000936775
Inf	27104.077177676965	25251.724847707024	24573.819576553804	24051.895346636717	23831.37304213438	23819.705698143855	23937.715283099347	23848.6873763075	23692.980293978726
Inf	20596.757902257137	18463.489453044323	17859.430331925098	17537.774644788402	17224.42215173152	17119.13888539845	17040.178661314287	16981.06859109278	16930.222726643264
Inf	17158.08278586183	15085.555915090983	14514.919086798165	14245.587384295719	14033.389190507489	13804.77551841433	13733.318690536906	13736.579842570949	13614.62556542161
Inf	15437.946589843983	13121.36712874394	12491.433943265623	12181.040455316708	11974.543566337943	11826.497735070385	11736.148385577457	11663.094848367225	11599.72972387572
Inf	14349.576308371106	11826.457398708286	11114.101421021456	10790.153859915179	10541.589882153803	10400.578089162	10314.581553301496	10237.641101893532	10189.165376135043
Inf	13696.513014346536	10883.926842073197	10125.255087223197	9775.914801112927	9522.509845923316	9387.428745974095	9286.39411788795	9215.136451595177	9154.805090566144
Inf	13441.86563534827	10210.072246260519	9385.02494159969	9003.928713621297	8744.513131732725	8599.011233095436	8499.7767734968	8428.864248902166	8366.15308095736
Inf	13332.935264183121	9694.677148518003	8803.487564122892	8388.398503259099	8169.639246975786	8087.723695502629	7984.875985043666	7920.28494019192	7857.468474641415
Inf	13333.17779371131	9295.585578670625	8442.251236158667	7917.091693938933	7776.273548299619	7589.305382446082	7485.909157000279	7398.003998289499	7333.851855631049
Inf	13722.182285533769	9014.882238263841	8033.566741752071	7610.087279463101	7358.175249365565	7172.90278138598	7150.387898950394	7062.11876960811	7009.288130248691
Inf	14349.159848517627	8794.72908248137	7732.37928416078	7269.1959579432505	7017.496837464611	6896.816883586206	6782.949680549521	6699.819620791381	6645.276615919908
Inf	15256.53936810128	8704.303246761528	7484.804515833066	7074.255416178995	6800.931501062796	6643.691424205729	6559.544605448281	6467.921646336335	6399.525294414774
Inf	16586.811420796734	8583.354377766183	7341.358541022258	6825.601281273882	6552.97670375108	6436.383264624294	6315.508568539753	6231.203133203924	6127.273125112843
Inf	18530.5873601601	8468.05262497064	7179.92517190816	6687.563126924722	6395.297773665927	6212.186800976631	6090.329464249991	5990.2475216763905	5957.60830184446
Inf	21474.45949860446	8475.088286712025	7072.909245813078	6514.616023922138	6254.511337087989	6071.988567984977	5939.958965639201	5842.862666350889	5770.09201882786
Inf	26340.631060295378	8471.713066217808	6975.441385256578	6421.638167090677	6096.248254388514	5893.557390095762	5815.664339851945	5708.360216564186	5637.867923248514
Inf	35953.388836111015	8505.502858691136	6905.333627963135	6305.172267556253	5997.837622901825	5795.421977745564	5649.278772585549	5539.080164927446	5467.0821077143655
Inf	63109.895626820035	8665.831569359263	6848.8009629112385	6230.356974134471	5899.089225887328	5698.420016589122	5552.327751660349	5440.0839432539115	5360.623232727507
Inf	Inf	8766.75381685601	6803.133923622365	6151.953593170368	5813.830513757396	5600.597356407343	5467.349857601272	5354.7957044629475	5280.410558516876
Inf	Inf	8897.573632390568	6798.26882597626	6096.01502576632	5735.971798393605	5517.0485741264765	5370.366106883631	5259.81044661929	5186.14951360344
Inf	Inf	9114.269349472599	6765.936778493368	6042.483300136605	5661.437897774555	5450.692219082967	5293.950675863605	5179.588136287398	5096.041465237755
Inf	Inf	9361.872708817224	6774.909065682715	6000.093995564535	5605.381041839479	5376.962018192094	5221.785531115366	5107.091655386045	5018.149073833874
Inf	Inf	9621.104160296745	6833.05371314574	5973.902851327066	5560.23540931637	5317.381788576921	5158.028793158706	5041.9969530636745	4955.337364534253
Inf	Inf	9938.955540725612	6860.348255336201	5938.655357627742	5524.030878681702	5263.074751762385	5098.601569545132	4982.217865368586	4893.4463559125015
Inf	Inf	10354.730653742548	6894.42812888648	5934.64349384542	5486.627711472961	5223.6845389623995	5052.625207292224	4928.625527464666	4836.860539010879
Inf	Inf	10809.730568280811	6937.754530187276	5919.306488449284	5457.776396070141	5158.238755749196	5003.180351649201	4874.804662562867	4785.375772217241
Inf	Inf	11346.04541890683	7026.608229426334	5917.06025301263	5431.411643317033	5153.328081166699	4958.9826351804995	4828.77990518073	4737.284346728616
Inf	Inf	12026.906140922605	7104.427517190116	5926.919640638412	5421.73065375878	5097.135958139972	4924.707000656453	4788.305275208167	4694.4843595850425
Inf	Inf	12798.315078670374	7182.074279741744	5936.106627153463	5404.042159564421	5097.556406362884	4871.466783538671	4755.097921642016	4651.161622572498
Inf	Inf	13765.943134084786	7275.121224781699	5954.09590611257	5391.820153836056	5051.036720992434	4838.273138846053	4723.198266624831	4615.748132214913
Inf	Inf	14987.6571148042	7407.922480895073	5978.625297284343	5390.427961218397	5057.934636288271	4813.001350599892	4693.442060927644	4585.239627150744
Inf	Inf	16505.027486560855	7513.786440079141	6007.627902069783	5393.219979386562	5017.208956533187	4795.772082532217	4646.186595410138	4556.16240788394
Inf	Inf	18557.520830431673	7666.62392740051	6041.935979579535	5394.4482984943925	5007.6389027055975	4777.6115827247095	4622.89815284264	4529.144878891092
Inf	Inf	21398.443345860775	7818.348470257514	6082.1851844524	5400.433050427014	5023.840629560795	4763.930591026325	4602.369809805074	4483.2983182455755
Inf	Inf	25436.935291668513	8016.085448542272	6153.318612246763	5407.807789664143	5019.900607383729	4750.807060904206	4587.398934853201	4462.978643543718
Inf	Inf	32165.728860622596	8208.054428559783	6201.396327149207	5423.316042777219	4993.386676989602	4743.269746882911	4569.47906048802	4446.646211085817
