Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Inf	46189.496370344816	44146.69830384376	43392.132563161875	42856.316656935356	42486.733408902226	42450.70655572858	42420.48007225378	42118.041356174064	42091.39210360742
Inf	26807.92394544616	24935.266766587632	24469.021833906434	23917.73101763494	23874.519451737913	23763.987452554735	23478.91777445653	23595.779892423456	23407.98144023157
Inf	20266.45230572621	18479.0516910426	17725.81840009821	17496.12880526226	17243.82007488811	17150.57303242324	17076.788117402673	17031.699303890615	16984.85843479272
Inf	16792.234038051844	15015.738575252888	14370.935909737242	14127.200797696614	13898.53957763331	13804.318400630524	13739.479859931549	13673.769798610732	13626.373090460049
Inf	14829.408493314668	12828.196222437336	12331.81396867629	12067.36671051506	11920.333432470217	11748.770215157052	11668.519846449344	11606.157885512734	11567.587064003736
Inf	13743.123399523854	11541.563527194487	10947.723928632902	10659.021856561056	10501.448963495905	10329.9399512561	10251.028959413956	10192.250168291146	10151.049566575932
Inf	12949.446425588432	10560.122925074495	9931.01158649077	9636.560644501502	9470.010114642302	9302.812407495012	9225.09491643667	9164.216464235093	9117.137953350913
Inf	12528.73620657184	9858.626607919658	9171.953028055903	8864.47619476319	8677.38268850468	8568.023859432988	8553.09124325243	8387.411238147453	8444.482200816467
Inf	12394.24939741283	9310.25427296423	8585.967790781608	8252.344691763874	8072.963086612124	7946.22152864664	7920.368966236392	7866.863588381291	7816.628994676408
Inf	12421.323682340879	8899.44636647981	8213.255373534563	7868.521803712176	7667.572340304807	7539.850056885636	7447.717034603345	7347.82053455385	7296.475869481824
Inf	12601.314516937773	8577.961420628135	7825.440052423966	7456.4691285281415	7250.47075480126	7113.773814372547	7021.75465248954	7004.295336140471	6957.536282597573
Inf	12994.470234785153	8354.71184311994	7504.670739871899	7195.906008513904	6979.172785017208	6844.440387337693	6748.633144650216	6642.365956200415	6585.086629287032
Inf	13705.837239667764	8232.355252486814	7321.983408052647	6909.291454023785	6682.316997544736	6538.064612303443	6435.16406025068	6404.082641446358	6357.857576304795
Inf	14664.682026484146	8109.658191095018	7102.111276604738	6733.240246119351	6494.2346676013	6348.672029736229	6237.628189908974	6132.1971393837375	6080.054699303589
Inf	16087.033361586717	8088.546852985153	6927.178528956611	6515.966333935639	6266.102280908833	6116.570783867194	6066.287200262529	5991.147148210912	5904.663306438264
Inf	18309.49592861465	8001.998378157005	6791.363574458934	6402.961084904817	6135.034497527121	5967.9913043679035	5862.441567083885	5777.897708681763	5755.702233905688
Inf	21955.462468944654	7954.655342749324	6712.756244476591	6220.736288821321	5961.808107120573	5847.5195604270775	5731.16454931646	5650.889995036555	5582.830583103325
Inf	28996.724749252764	7944.790347878838	6612.307359376154	6110.623168695025	5850.809555444309	5725.633674655705	5564.380643939868	5530.807811108623	5464.61637605932
Inf	47654.19918424846	8024.0774461915435	6528.77869828902	6028.581452372697	5745.04185991055	5566.373144664752	5444.578989319425	5360.08220007218	5304.773460181434
Inf	1896015.365807925	8084.94086668437	6514.531381898827	5947.349737408072	5656.611832816489	5475.608833515617	5379.421875829492	5270.950301272303	5215.8210142627195
Inf	Inf	8177.3469939123315	6466.776545384018	5876.53424596872	5587.30200155709	5399.21751385936	5274.891344921898	5175.104287936461	5130.94882112876
Inf	Inf	8335.410665646727	6435.77738209132	5817.251064664744	5509.531302625312	5318.844468376746	5197.268481675255	5052.158101749283	5037.801382261229
Inf	Inf	8490.14403882451	6422.061269851866	5755.659249527605	5440.2655860469895	5258.985455581278	5079.912723248978	4977.602289680172	4906.41398888795
Inf	Inf	8675.767058001487	6409.281432305806	5712.72298377053	5377.861894644159	5187.021541765993	5004.250570719549	4876.3659575141555	4837.475226077731
Inf	Inf	8943.003451336443	6411.690731089362	5676.118925415684	5308.0211571663585	5126.50545823618	4940.222338924934	4841.896632624416	4741.836357277881
Inf	Inf	9223.486807462165	6428.489542641182	5645.745959734493	5292.716677338091	5070.55652798563	4891.734350739828	4781.90870960483	4710.3641364403575
Inf	Inf	9539.781575545947	6455.9307530850165	5623.0340471239415	5255.6576259845215	4993.570191952784	4844.306631109823	4731.656213770905	4653.259581557375
Inf	Inf	9982.427342527188	6502.206993900247	5611.416745681256	5218.553879507742	4928.88886759972	4797.629181589102	4684.590946559373	4600.12386036428
Inf	Inf	10436.723549968705	6547.8436315941635	5601.605565148125	5192.602909394239	4892.415035785423	4759.549748875315	4618.386973649372	4558.252792813783
Inf	Inf	11071.577101700212	6631.111525526902	5600.4897573049175	5171.758729914539	4864.92173368805	4726.611090623241	4577.491897876309	4493.857467808689
Inf	Inf	11781.481323703609	6698.255404250512	5601.507772947541	5153.275491582486	4835.217987104946	4667.137747276649	4572.170481470154	4455.662173911965
Inf	Inf	12653.10940215535	6772.246802936411	5612.387378404235	5137.822405735509	4814.759802694024	4639.238282306816	4511.543852040727	4419.233241801518
Inf	Inf	13762.13175464111	6858.818318009783	5625.653396022263	5126.236417267604	4794.304178403712	4614.351100262737	4493.012003240543	4390.723547314172
Inf	Inf	15211.17020948259	6960.0255117210845	5642.007423118907	5117.92128227637	4827.922891297353	4593.914372831738	4463.174819243769	4362.285054786097
Inf	Inf	17260.017862551675	7064.512946839857	5666.153316277051	5115.636544029487	4768.543345100161	4574.370055535716	4439.524942109986	4333.355115240888
Inf	Inf	20116.66196264272	7216.288080637753	5691.341466739626	5117.277659051399	4800.628332241623	4559.272195101674	4421.980202429742	4316.943961703076
